station_name,station_lat,station_long,average_ridership,census_tract,percent_minority,percent_employed,total_pop,total_num_jobs,income_per_cap,percent_poverty,percent_transit,percent_walk,average_pop,average_num_jobs,mean_commute,bus_dist,rail_dist,trolley_dist,high_speed_dist,bus_lat,rail_lat,trolley_lat,high_speed_lat,bus_long,rail_long,trolley_long,high_speed_long,state,county,men,women,hispanic,white,black,native,asian,pacific,citizen,income,income_err,income_per_cap_err,child_poverty,professional,service,office,construction,production,drive,carpool,other_transp,work_at_home,employed,private_work,public_work,self_employed,family_work,unemployment,C000,CA01,CA02,CA03,CE01,CE02,CE03,CNS01,CNS02,CNS03,CNS04,CNS05,CNS06,CNS07,CNS08,CNS09,CNS10,CNS11,CNS12,CNS13,CNS14,CNS15,CNS16,CNS17,CNS18,CNS19,CNS20,CR01,CR02,CR03,CR04,CR05,CR07,CT01,CT02,CD01,CD02,CD03,CD04,CS01,CS02,CFA01,CFA02,CFA03,CFA04,CFA05,CFS01,CFS02,CFS03,CFS04,CFS05
3110,39.96175,-75.136414,19.80808081,42101036600,0.318,0.685591859,1867,2241,75764,0.05,0.181,0.078,28.28787879,747,24.5,0.01099242,2.128075766,0.38139663,0.367976519,39.961666,39.9526408,39.964858,39.960495,-75.136482,-75.15837203,-75.134521,-75.140409,Pennsylvania,Philadelphia,965,902,2.7,68.2,7.9,1.7,15.4,0,1619,101984,22879,12299,12.4,59.4,4.7,29.9,1.8,4.2,47.5,8.9,4,13.6,1280,85,7.3,7.7,0,6.5,2241,667,1217,357,664,829,748,0,0,41,58,0,36,133,204,175,90,94,77,0,173,8,252,69,586,245,0,1233,820,12,126,5,45,2073,168,220,444,517,393,1286,955,0,0,0,0,0,0,0,0,0,0
3124,39.95295,-75.139793,32.67676768,42101036600,0.318,0.685591859,1867,2241,75764,0.05,0.181,0.078,28.28787879,747,24.5,0.050270555,1.584033205,1.398274646,0.479486972,39.953401,39.9526408,39.964858,39.949889,-75.139752,-75.15837203,-75.134521,-75.143755,Pennsylvania,Philadelphia,965,902,2.7,68.2,7.9,1.7,15.4,0,1619,101984,22879,12299,12.4,59.4,4.7,29.9,1.8,4.2,47.5,8.9,4,13.6,1280,85,7.3,7.7,0,6.5,2241,667,1217,357,664,829,748,0,0,41,58,0,36,133,204,175,90,94,77,0,173,8,252,69,586,245,0,1233,820,12,126,5,45,2073,168,220,444,517,393,1286,955,0,0,0,0,0,0,0,0,0,0
3049,39.945091,-75.142502,47.35353535,42101036600,0.318,0.685591859,1867,2241,75764,0.05,0.181,0.078,28.28787879,747,24.5,0.037315772,1.592135294,1.899422438,0.544100533,39.945222,39.9526408,39.952532,39.949889,-75.142099,-75.15837203,-75.162559,-75.143755,Pennsylvania,Philadelphia,965,902,2.7,68.2,7.9,1.7,15.4,0,1619,101984,22879,12299,12.4,59.4,4.7,29.9,1.8,4.2,47.5,8.9,4,13.6,1280,85,7.3,7.7,0,6.5,2241,667,1217,357,664,829,748,0,0,41,58,0,36,133,204,175,90,94,77,0,173,8,252,69,586,245,0,1233,820,12,126,5,45,2073,168,220,444,517,393,1286,955,0,0,0,0,0,0,0,0,0,0
3057,39.964439,-75.179947,106.1616162,42101012500,0.212,0.600758294,5275,8861,66505,0.151,0.103,0.418,32.96875,1772.2,23.5,0.124285437,0.895100142,0.902452562,1.104772547,39.964944,39.95651628,39.97244,39.954837,-75.178646,-75.18180596,-75.178171,-75.183277,Pennsylvania,Philadelphia,2823,2452,3.8,78.8,6.7,0.7,8.9,0,4703,69737,9467,21546,0,75.1,5.2,18.2,1.5,0,37.1,1.1,7.7,2,3169,90,7,3,0,4.7,8861,1778,4790,2293,1606,2380,4875,0,0,0,248,14,7,567,349,504,118,110,392,354,1238,2759,1111,159,399,245,287,5310,2817,12,578,4,140,8371,490,579,1490,1973,3041,3735,5126,0,0,0,0,0,0,0,0,0,0
3054,39.962502,-75.174202,101.9090909,42101012500,0.212,0.600758294,5275,8861,66505,0.151,0.103,0.418,32.96875,1772.2,23.5,0.049154593,0.928989328,0.955967767,1.088459474,39.962651,39.95651628,39.95413121,39.962436,-75.174745,-75.18180596,-75.17675922,-75.161431,Pennsylvania,Philadelphia,2823,2452,3.8,78.8,6.7,0.7,8.9,0,4703,69737,9467,21546,0,75.1,5.2,18.2,1.5,0,37.1,1.1,7.7,2,3169,90,7,3,0,4.7,8861,1778,4790,2293,1606,2380,4875,0,0,0,248,14,7,567,349,504,118,110,392,354,1238,2759,1111,159,399,245,287,5310,2817,12,578,4,140,8371,490,579,1490,1973,3041,3735,5126,0,0,0,0,0,0,0,0,0,0
3040,39.962891,-75.166061,46,42101012500,0.212,0.600758294,5275,8861,66505,0.151,0.103,0.418,32.96875,1772.2,23.5,0.029844707,0.996994161,1.026373918,0.397830359,39.962937,39.95399019,39.972028,39.962436,-75.166406,-75.16747097,-75.164352,-75.161431,Pennsylvania,Philadelphia,2823,2452,3.8,78.8,6.7,0.7,8.9,0,4703,69737,9467,21546,0,75.1,5.2,18.2,1.5,0,37.1,1.1,7.7,2,3169,90,7,3,0,4.7,8861,1778,4790,2293,1606,2380,4875,0,0,0,248,14,7,567,349,504,118,110,392,354,1238,2759,1111,159,399,245,287,5310,2817,12,578,4,140,8371,490,579,1490,1973,3041,3735,5126,0,0,0,0,0,0,0,0,0,0
3116,39.96006,-75.171982,48.32323232,42101012500,0.212,0.600758294,5275,8861,66505,0.151,0.103,0.418,32.96875,1772.2,23.5,0.027031659,0.776767487,0.73232075,0.868470725,39.959923,39.95399019,39.953479,39.957011,-75.17172,-75.16747097,-75.17165,-75.162601,Pennsylvania,Philadelphia,2823,2452,3.8,78.8,6.7,0.7,8.9,0,4703,69737,9467,21546,0,75.1,5.2,18.2,1.5,0,37.1,1.1,7.7,2,3169,90,7,3,0,4.7,8861,1778,4790,2293,1606,2380,4875,0,0,0,248,14,7,567,349,504,118,110,392,354,1238,2759,1111,159,399,245,287,5310,2817,12,578,4,140,8371,490,579,1490,1973,3041,3735,5126,0,0,0,0,0,0,0,0,0,0
3060,39.959229,-75.170357,44.81818182,42101012500,0.212,0.600758294,5275,8861,66505,0.151,0.103,0.418,32.96875,1772.2,23.5,0.005817528,0.632337481,0.64879963,0.705571354,39.959197,39.95399019,39.953479,39.957011,-75.170411,-75.16747097,-75.17165,-75.162601,Pennsylvania,Philadelphia,2823,2452,3.8,78.8,6.7,0.7,8.9,0,4703,69737,9467,21546,0,75.1,5.2,18.2,1.5,0,37.1,1.1,7.7,2,3169,90,7,3,0,4.7,8861,1778,4790,2293,1606,2380,4875,0,0,0,248,14,7,567,349,504,118,110,392,354,1238,2759,1111,159,399,245,287,5310,2817,12,578,4,140,8371,490,579,1490,1973,3041,3735,5126,0,0,0,0,0,0,0,0,0,0
3163,39.949741,-75.180969,59.35353535,42101000801,0.248,0.671985816,1692,279,69278,0.168,0.065,0.58,141,279,22.4,0.189792078,0.756747076,0.58519432,0.59982955,39.950057,39.95651628,39.953917,39.954837,-75.178781,-75.18180596,-75.176791,-75.183277,Pennsylvania,Philadelphia,913,779,4.9,75.2,10.6,0,4.1,0,1446,81620,24587,19676,0,80.2,1.4,12.4,0.7,5.3,24.2,2.3,3.3,5.7,1137,92.8,4.4,2.8,0,2.5,279,50,156,73,50,78,151,0,0,0,2,54,44,0,0,0,16,18,25,7,20,1,11,33,31,17,0,231,34,0,12,0,2,264,15,27,61,65,76,140,139,0,0,0,0,0,0,0,0,0,0
3038,39.947811,-75.194092,60.08080808,42101036900,0.455,0.209379257,5139,56517,10069,0.357,0.193,0.59,28.55,9419.5,16.9,0.042698252,0.357204648,0.437471606,0.920931785,39.947571,39.94819754,39.950914,39.955844,-75.194483,-75.18993212,-75.197247,-75.191462,Pennsylvania,Philadelphia,2694,2445,3.8,54.5,9.7,0.2,27.9,1.4,4127,47083,16973,2824,16.4,57.2,13.6,24.4,3.5,1.3,11,0.6,3.1,7.1,1076,84,12.3,2.1,1.6,8.7,56517,11065,33514,11938,5618,9782,41117,0,0,0,299,21,8,505,0,46,61,156,2230,5,1187,27465,22113,13,2001,407,0,37221,12351,124,5856,38,927,53872,2645,3404,8061,12252,21735,21052,35465,0,0,0,0,0,0,0,0,0,0
3022,39.95472,-75.183228,75.11111111,42101036900,0.455,0.209379257,5139,56517,10069,0.357,0.193,0.59,28.55,9419.5,16.9,0.030491355,0.233637418,0.029320714,0.013663943,39.954824,39.95651628,39.95474,39.954837,-75.183559,-75.18180596,-75.183571,-75.183277,Pennsylvania,Philadelphia,2694,2445,3.8,54.5,9.7,0.2,27.9,1.4,4127,47083,16973,2824,16.4,57.2,13.6,24.4,3.5,1.3,11,0.6,3.1,7.1,1076,84,12.3,2.1,1.6,8.7,56517,11065,33514,11938,5618,9782,41117,0,0,0,299,21,8,505,0,46,61,156,2230,5,1187,27465,22113,13,2001,407,0,37221,12351,124,5856,38,927,53872,2645,3404,8061,12252,21735,21052,35465,0,0,0,0,0,0,0,0,0,0
3029,39.9538,-75.194794,53.12121212,42101036900,0.455,0.209379257,5139,56517,10069,0.357,0.193,0.59,28.55,9419.5,16.9,0.07025147,0.748224864,0.013415104,0.363755446,39.953176,39.94819754,39.953868,39.955844,-75.194665,-75.18993212,-75.194664,-75.191462,Pennsylvania,Philadelphia,2694,2445,3.8,54.5,9.7,0.2,27.9,1.4,4127,47083,16973,2824,16.4,57.2,13.6,24.4,3.5,1.3,11,0.6,3.1,7.1,1076,84,12.3,2.1,1.6,8.7,56517,11065,33514,11938,5618,9782,41117,0,0,0,299,21,8,505,0,46,61,156,2230,5,1187,27465,22113,13,2001,407,0,37221,12351,124,5856,38,927,53872,2645,3404,8061,12252,21735,21052,35465,0,0,0,0,0,0,0,0,0,0
3020,39.949219,-75.190361,79.57575758,42101036900,0.455,0.209379257,5139,56517,10069,0.357,0.193,0.59,28.55,9419.5,16.9,0.059750153,0.119320098,0.616496912,0.742620317,39.948883,39.94819754,39.950914,39.955844,-75.189814,-75.18993212,-75.197247,-75.191462,Pennsylvania,Philadelphia,2694,2445,3.8,54.5,9.7,0.2,27.9,1.4,4127,47083,16973,2824,16.4,57.2,13.6,24.4,3.5,1.3,11,0.6,3.1,7.1,1076,84,12.3,2.1,1.6,8.7,56517,11065,33514,11938,5618,9782,41117,0,0,0,299,21,8,505,0,46,61,156,2230,5,1187,27465,22113,13,2001,407,0,37221,12351,124,5856,38,927,53872,2645,3404,8061,12252,21735,21052,35465,0,0,0,0,0,0,0,0,0,0
3161,39.954861,-75.180908,43.48484848,42101036900,0.455,0.209379257,5139,56517,10069,0.357,0.193,0.59,28.55,9419.5,16.9,0.031529804,0.199338143,0.224663593,0.201943028,39.955131,39.95651628,39.954969,39.954837,-75.180795,-75.18180596,-75.18354,-75.183277,Pennsylvania,Philadelphia,2694,2445,3.8,54.5,9.7,0.2,27.9,1.4,4127,47083,16973,2824,16.4,57.2,13.6,24.4,3.5,1.3,11,0.6,3.1,7.1,1076,84,12.3,2.1,1.6,8.7,56517,11065,33514,11938,5618,9782,41117,0,0,0,299,21,8,505,0,46,61,156,2230,5,1187,27465,22113,13,2001,407,0,37221,12351,124,5856,38,927,53872,2645,3404,8061,12252,21735,21052,35465,0,0,0,0,0,0,0,0,0,0
3129,39.946812,-75.193108,16.73737374,42101036900,0.455,0.209379257,5139,56517,10069,0.357,0.193,0.59,28.55,9419.5,16.9,0.14443622,0.311497722,0.57665619,1.014065921,39.947571,39.94819754,39.950914,39.955844,-75.194483,-75.18993212,-75.197247,-75.191462,Pennsylvania,Philadelphia,2694,2445,3.8,54.5,9.7,0.2,27.9,1.4,4127,47083,16973,2824,16.4,57.2,13.6,24.4,3.5,1.3,11,0.6,3.1,7.1,1076,84,12.3,2.1,1.6,8.7,56517,11065,33514,11938,5618,9782,41117,0,0,0,299,21,8,505,0,46,61,156,2230,5,1187,27465,22113,13,2001,407,0,37221,12351,124,5856,38,927,53872,2645,3404,8061,12252,21735,21052,35465,0,0,0,0,0,0,0,0,0,0
3032,39.945271,-75.17971,87.70707071,42101001300,0.408,0.575551783,5890,1221,50234,0.097,0.195,0.229,39.26666667,407,26.8,0.013617773,0.93018099,0.993069481,1.106295792,39.945356,39.94819754,39.953917,39.954837,-75.179825,-75.18993212,-75.176791,-75.183277,Pennsylvania,Philadelphia,2871,3019,3.6,59.2,24,1.3,7.6,0.2,4992,81250,18169,8655,3.2,65.4,13.5,16.7,3.2,1.3,35,1.9,18.2,2.4,3390,81.1,12.3,6.6,0,5.5,1221,303,706,212,161,285,775,0,0,199,52,20,44,47,5,3,15,25,583,0,1,1,57,1,114,54,0,823,277,2,96,3,20,1153,68,91,188,275,364,538,683,0,0,0,0,0,0,0,0,0,0
3170,39.94426,-75.181343,31.64646465,42101001300,0.408,0.575551783,5890,1221,50234,0.097,0.195,0.229,39.26666667,407,26.8,0.062204778,0.853120608,1.141767712,1.187607124,39.943906,39.94819754,39.953917,39.954837,-75.181908,-75.18993212,-75.176791,-75.183277,Pennsylvania,Philadelphia,2871,3019,3.6,59.2,24,1.3,7.6,0.2,4992,81250,18169,8655,3.2,65.4,13.5,16.7,3.2,1.3,35,1.9,18.2,2.4,3390,81.1,12.3,6.6,0,5.5,1221,303,706,212,161,285,775,0,0,199,52,20,44,47,5,3,15,25,583,0,1,1,57,1,114,54,0,823,277,2,96,3,20,1153,68,91,188,275,364,538,683,0,0,0,0,0,0,0,0,0,0
3162,39.94595,-75.184753,41.07070707,42101001300,0.408,0.575551783,5890,1221,50234,0.097,0.195,0.229,39.26666667,407,26.8,0.041712646,0.50732656,0.98258294,0.996166713,39.946088,39.94819754,39.95474,39.954837,-75.184298,-75.18993212,-75.183571,-75.183277,Pennsylvania,Philadelphia,2871,3019,3.6,59.2,24,1.3,7.6,0.2,4992,81250,18169,8655,3.2,65.4,13.5,16.7,3.2,1.3,35,1.9,18.2,2.4,3390,81.1,12.3,6.6,0,5.5,1221,303,706,212,161,285,775,0,0,199,52,20,44,47,5,3,15,25,583,0,1,1,57,1,114,54,0,823,277,2,96,3,20,1153,68,91,188,275,364,538,683,0,0,0,0,0,0,0,0,0,0
3158,39.925522,-75.169037,28.18181818,42101004001,0.247,0.490788504,4071,1095,26137,0.159,0.381,0.101,119.7352941,1095,25.4,0.029524538,3.087266182,3.013637808,0.137398603,39.925468,39.94819754,39.952484,39.924389,-75.169376,-75.18993212,-75.165445,-75.16968,Pennsylvania,Philadelphia,1958,2113,7.1,75.3,3.3,0,13.4,0,3430,43571,7874,2508,12.7,40.4,19.5,26.9,3.1,10.2,34.8,8.9,8.1,0.1,1998,89.1,7.4,3.5,0,11.8,1095,303,597,195,302,341,452,0,0,0,245,59,22,168,0,0,56,5,15,1,7,127,147,2,200,41,0,729,282,7,59,4,14,1004,91,97,223,266,206,581,514,0,0,0,0,0,0,0,0,0,0
3108,39.953159,-75.165512,87.78787879,42101000402,0.166,0.495244342,3049,69260,67227,0.099,0.204,0.385,23.09848485,17315,25.4,0.047759153,0.190851236,0.05212672,0.067873985,39.952752,39.95399019,39.952698,39.952581,-75.165333,-75.16747097,-75.165401,-75.165256,Pennsylvania,Philadelphia,1012,2037,1.2,83.4,4.4,0,9.4,0,2719,52813,9622,14420,0,68.6,8.5,22.9,0,0,32.9,0,2.4,5.8,1510,93.6,2.3,3.3,0.9,3,69260,15116,40027,14117,8073,14430,46757,0,2,0,2316,93,684,723,39,5617,13299,1021,19708,1995,10460,298,3533,405,2412,1537,5118,45685,17301,206,5030,47,991,65062,4198,4264,11153,15414,23313,34312,34948,0,0,0,0,0,0,0,0,0,0
3021,39.953899,-75.169022,138.3838384,42101000402,0.166,0.495244342,3049,69260,67227,0.099,0.204,0.385,23.09848485,17315,25.4,0.060745408,0.132594475,0.228807586,0.35288064,39.954251,39.95399019,39.95347857,39.952581,-75.169567,-75.16747097,-75.17164971,-75.165256,Pennsylvania,Philadelphia,1012,2037,1.2,83.4,4.4,0,9.4,0,2719,52813,9622,14420,0,68.6,8.5,22.9,0,0,32.9,0,2.4,5.8,1510,93.6,2.3,3.3,0.9,3,69260,15116,40027,14117,8073,14430,46757,0,2,0,2316,93,684,723,39,5617,13299,1021,19708,1995,10460,298,3533,405,2412,1537,5118,45685,17301,206,5030,47,991,65062,4198,4264,11153,15414,23313,34312,34948,0,0,0,0,0,0,0,0,0,0
3078,39.953548,-75.171921,58.91919192,42101000402,0.166,0.495244342,3049,69260,67227,0.099,0.204,0.385,23.09848485,17315,25.4,0.030690848,0.382484783,0.024340342,0.578202415,39.953319,39.95399019,39.953479,39.952581,-75.17172,-75.16747097,-75.17165,-75.165256,Pennsylvania,Philadelphia,1012,2037,1.2,83.4,4.4,0,9.4,0,2719,52813,9622,14420,0,68.6,8.5,22.9,0,0,32.9,0,2.4,5.8,1510,93.6,2.3,3.3,0.9,3,69260,15116,40027,14117,8073,14430,46757,0,2,0,2316,93,684,723,39,5617,13299,1021,19708,1995,10460,298,3533,405,2412,1537,5118,45685,17301,206,5030,47,991,65062,4198,4264,11153,15414,23313,34312,34948,0,0,0,0,0,0,0,0,0,0
3004,39.953781,-75.163742,64.25252525,42101000402,0.166,0.495244342,3049,69260,67227,0.099,0.204,0.385,23.09848485,17315,25.4,0.082642384,0.318699038,0.171628979,0.155296601,39.9543,39.95399019,39.952532,39.952389,-75.163048,-75.16747097,-75.162559,-75.163594,Pennsylvania,Philadelphia,1012,2037,1.2,83.4,4.4,0,9.4,0,2719,52813,9622,14420,0,68.6,8.5,22.9,0,0,32.9,0,2.4,5.8,1510,93.6,2.3,3.3,0.9,3,69260,15116,40027,14117,8073,14430,46757,0,2,0,2316,93,684,723,39,5617,13299,1021,19708,1995,10460,298,3533,405,2412,1537,5118,45685,17301,206,5030,47,991,65062,4198,4264,11153,15414,23313,34312,34948,0,0,0,0,0,0,0,0,0,0
3007,39.945171,-75.159927,80.58585859,42101001101,0.179,0.648689364,3319,721,54357,0.126,0.222,0.355,100.5757576,721,25.7,0.034658116,0.841113999,0.848699163,0.482080564,39.94486,39.9526408,39.952532,39.944086,-75.159954,-75.15837203,-75.162559,-75.165402,Pennsylvania,Philadelphia,1577,1742,6.4,82.1,4,0,6.1,0,2945,77568,15522,7336,18.1,77.1,9.1,10.6,1.8,1.3,26.9,4.5,5.3,5.5,2153,87.2,8.5,4.3,0,6.6,721,198,377,146,228,272,221,0,0,0,0,0,10,22,0,14,2,60,21,0,0,4,130,10,337,111,0,472,176,2,54,1,16,624,97,84,124,153,162,361,360,0,0,0,0,0,0,0,0,0,0
3086,39.940189,-75.166908,33.88888889,42101001900,0.408,0.721613017,2827,755,49807,0.084,0.163,0.272,44.171875,377.5,25.7,0.04777949,1.535372519,1.372818432,0.444623149,39.940099,39.95399019,39.952484,39.936194,-75.16636,-75.16747097,-75.165445,-75.167129,Pennsylvania,Philadelphia,1343,1484,7.6,59.2,24.9,0.4,5.7,0,2434,70000,11852,4849,4.8,66.6,12.4,17.5,2,1.5,37.8,2.2,12.6,4,2040,90.7,5.7,3.5,0,4.4,755,236,383,136,287,229,239,0,0,0,33,18,63,68,5,2,0,4,30,0,12,207,58,0,89,166,0,336,252,8,136,5,18,702,53,81,111,149,178,337,418,0,0,0,0,0,0,0,0,0,0
3012,39.942181,-75.177467,75.90909091,42101001900,0.408,0.721613017,2827,755,49807,0.084,0.163,0.272,44.171875,377.5,25.7,0.142156906,1.255692444,1.306255362,1.050140995,39.942302,39.94819754,39.953917,39.944086,-75.179127,-75.18993212,-75.176791,-75.165402,Pennsylvania,Philadelphia,1343,1484,7.6,59.2,24.9,0.4,5.7,0,2434,70000,11852,4849,4.8,66.6,12.4,17.5,2,1.5,37.8,2.2,12.6,4,2040,90.7,5.7,3.5,0,4.4,755,236,383,136,287,229,239,0,0,0,33,18,63,68,5,2,0,4,30,0,12,207,58,0,89,166,0,336,252,8,136,5,18,702,53,81,111,149,178,337,418,0,0,0,0,0,0,0,0,0,0
3026,39.94138,-75.145638,50.19191919,42101001002,0.158,0.556057611,3541,6137,81403,0.084,0.157,0.241,26.82575758,2045.666667,25,0.035396947,1.657177677,1.902205991,0.959677858,39.941116,39.9526408,39.952532,39.949889,-75.14587,-75.15837203,-75.162559,-75.143755,Pennsylvania,Philadelphia,1675,1866,7.1,84.2,1.3,0.8,6.2,0,2911,112599,16145,11823,1.8,76.1,11.2,11.3,0.5,1,31,14.9,6.6,7.7,1969,81.6,9.4,9,0,4.4,6137,1610,3244,1283,1297,1346,3494,0,0,0,40,0,39,269,47,76,2356,169,471,19,787,97,286,192,899,248,142,4350,1284,21,385,6,91,5731,406,446,893,1197,1991,3142,2995,0,0,0,0,0,0,0,0,0,0
3015,39.94735,-75.148857,40.83838384,42101001002,0.158,0.556057611,3541,6137,81403,0.084,0.157,0.241,26.82575758,2045.666667,25,0.035461014,1.001982618,1.302395052,0.356292043,39.947432,39.9526408,39.952532,39.950554,-75.148455,-75.15837203,-75.162559,-75.148905,Pennsylvania,Philadelphia,1675,1866,7.1,84.2,1.3,0.8,6.2,0,2911,112599,16145,11823,1.8,76.1,11.2,11.3,0.5,1,31,14.9,6.6,7.7,1969,81.6,9.4,9,0,4.4,6137,1610,3244,1283,1297,1346,3494,0,0,0,40,0,39,269,47,76,2356,169,471,19,787,97,286,192,899,248,142,4350,1284,21,385,6,91,5731,406,446,893,1197,1991,3142,2995,0,0,0,0,0,0,0,0,0,0
3005,39.94733,-75.144028,34.78787879,42101001002,0.158,0.556057611,3541,6137,81403,0.084,0.157,0.241,26.82575758,2045.666667,25,0.055641233,1.357858988,1.68220865,0.285497868,39.946959,39.9526408,39.952532,39.949889,-75.144466,-75.15837203,-75.162559,-75.143755,Pennsylvania,Philadelphia,1675,1866,7.1,84.2,1.3,0.8,6.2,0,2911,112599,16145,11823,1.8,76.1,11.2,11.3,0.5,1,31,14.9,6.6,7.7,1969,81.6,9.4,9,0,4.4,6137,1610,3244,1283,1297,1346,3494,0,0,0,40,0,39,269,47,76,2356,169,471,19,787,97,286,192,899,248,142,4350,1284,21,385,6,91,5731,406,446,893,1197,1991,3142,2995,0,0,0,0,0,0,0,0,0,0
3053,39.932308,-75.181541,34.24242424,42101003200,0.893,0.386296515,5079,276,13374,0.4,0.555,0.033,115.4318182,276,30.6,0.025122431,1.906169662,2.436694569,1.145024336,39.932231,39.94819754,39.953917,39.929848,-75.181264,-75.18993212,-75.176791,-75.168501,Pennsylvania,Philadelphia,2074,3005,9.5,10.7,76.4,0,0.6,1.2,3581,24965,7260,1949,66.1,15.7,39.9,29.9,1.7,12.9,20.7,12.9,6.8,0.8,1962,83.5,14.2,2.3,0,20.7,276,53,143,80,71,141,64,0,0,0,37,21,27,8,0,0,2,0,0,0,4,18,122,0,18,19,0,108,155,3,9,0,1,256,20,50,65,58,50,133,143,0,0,0,0,0,0,0,0,0,0
